state_name,state,county_name,county_fips,confederate,votes_gop_2016,votes_dnc_2016,votes_gop_2020,votes_dnc_2020,votes_gop_2024,votes_dnc_2024
Indiana,IN,Wells County,18179,0,9999,2585,10855,2928,11006,2850
Indiana,IN,White County,18181,0,6813,2563,7957,3032,7969,2945
Indiana,IN,Whitley County,18183,0,11357,3379,12862,4234,13122,4275
Iowa,IA,Adair County,19001,0,2456,1127,2917,1198,2916,1086
Iowa,IA,Adams County,19003,0,1393,565,1530,590,1517,576
Iowa,IA,Allamakee County,19005,0,4072,2409,4735,2576,4857,2350
Iowa,IA,Appanoose County,19007,0,4031,1813,4512,1891,4704,1686
Iowa,IA,Audubon County,19009,0,2135,1079,2295,1071,2214,970
Iowa,IA,Benton County,19011,0,8226,4672,9188,5160,9549,4739
Iowa,IA,Black Hawk County,19013,0,27382,32006,29640,35647,30572,31299
Iowa,IA,Boone County,19015,0,7458,5517,8695,6303,9199,5895
Iowa,IA,Bremer County,19017,0,7199,5349,8294,5958,8799,5571
Iowa,IA,Buchanan County,19019,0,5504,3966,6420,4169,6790,3766
Iowa,IA,Buena Vista County,19021,0,4895,2851,5056,2961,4962,2462
Iowa,IA,Butler County,19023,0,4918,2163,5542,2424,5784,2144
Iowa,IA,Calhoun County,19025,0,3466,1396,3689,1470,3708,1328
Iowa,IA,Carroll County,19027,0,6627,3305,7737,3454,7814,3153
Iowa,IA,Cass County,19029,0,4755,1946,4969,2201,5007,2077
Iowa,IA,Cedar County,19031,0,5275,3578,6161,4337,6390,4075
Iowa,IA,Cerro Gordo County,19033,0,11583,9840,12442,10941,12627,9955
Iowa,IA,Cherokee County,19035,0,4188,1676,4495,1936,4398,1611
Iowa,IA,Chickasaw County,19037,0,3739,2264,4308,2233,4234,1919
Iowa,IA,Clarke County,19039,0,2706,1463,3144,1466,3140,1265
Iowa,IA,Clay County,19041,0,5870,2246,6137,2662,6047,2367
Iowa,IA,Clayton County,19043,0,5309,3236,6106,3340,6255,3017
Iowa,IA,Clinton County,19045,0,11249,10079,13361,10812,13964,9472
Iowa,IA,Crawford County,19047,0,4608,1985,4854,2220,4651,1812
Iowa,IA,Dallas County,19049,0,19288,15662,27987,26879,32374,29402
Iowa,IA,Davis County,19051,0,2721,976,3032,1013,3027,878
Iowa,IA,Decatur County,19053,0,2296,1201,2615,1120,2711,957
Iowa,IA,Delaware County,19055,0,5688,2956,6666,3157,6984,2978
Iowa,IA,Des Moines County,19057,0,9479,8178,10592,8893,10794,7935
Iowa,IA,Dickinson County,19059,0,6743,3051,7438,3661,7775,3297
Iowa,IA,Dubuque County,19061,0,23384,22774,27214,25657,28224,23705
Iowa,IA,Emmet County,19063,0,3121,1356,3265,1520,3422,1315
Iowa,IA,Fayette County,19065,0,5591,3666,6145,3835,6325,3334
Iowa,IA,Floyd County,19067,0,4371,3177,4732,3172,4744,2782
Iowa,IA,Franklin County,19069,0,3153,1490,3422,1626,3431,1393
Iowa,IA,Fremont County,19071,0,2401,959,2711,1080,2711,1023
Iowa,IA,Greene County,19073,0,2819,1688,3223,1769,3211,1603
Iowa,IA,Grundy County,19075,0,4516,1847,4929,2206,4998,2019
Iowa,IA,Guthrie County,19077,0,3603,1720,4272,1985,4446,1974
Iowa,IA,Hamilton County,19079,0,4450,2715,4956,2843,5004,2482
Iowa,IA,Hancock County,19081,0,3972,1582,4390,1683,4336,1523
Iowa,IA,Hardin County,19083,0,5231,2774,5850,2976,5790,2553
Iowa,IA,Harrison County,19085,0,4892,2123,5569,2440,5566,2245
Iowa,IA,Henry County,19087,0,5764,2897,6507,3275,6439,2995
Iowa,IA,Howard County,19089,0,2611,1674,3127,1772,3157,1619
Iowa,IA,Humboldt County,19091,0,3564,1251,3819,1442,3770,1236
Iowa,IA,Ida County,19093,0,2655,792,2880,917,2771,826
Iowa,IA,Iowa County,19095,0,5193,3070,6009,3547,6068,3400
Iowa,IA,Jackson County,19097,0,5821,3837,6940,4029,7074,3567
Iowa,IA,Jasper County,19099,0,10556,7108,12084,7737,12701,7141
Iowa,IA,Jefferson County,19101,0,3738,3702,4443,4319,4353,3788
Iowa,IA,Johnson County,19103,0,20993,49942,22925,59177,26087,58846
Iowa,IA,Jones County,19105,0,5718,3779,6572,4213,6820,3942
Iowa,IA,Keokuk County,19107,0,3385,1265,3797,1414,3869,1219
Iowa,IA,Kossuth County,19109,0,5637,2529,6275,2696,5983,2284
Iowa,IA,Lee County,19111,0,8762,6195,9773,6541,10152,5659
Iowa,IA,Linn County,19113,0,48183,58481,53364,70874,54237,66358
Iowa,IA,Louisa County,19115,0,3060,1643,3500,1726,3584,1480
Iowa,IA,Lucas County,19117,0,2873,1236,3287,1284,3400,1169
Iowa,IA,Lyon County,19119,0,5188,917,5707,1067,5899,1023
Iowa,IA,Madison County,19121,0,5336,2666,6507,3134,6864,3008
Iowa,IA,Mahaska County,19123,0,7404,2606,8297,2894,8207,2577
Iowa,IA,Marion County,19125,0,10940,5469,12663,6178,13289,5928
Iowa,IA,Marshall County,19127,0,9125,7623,9571,8176,9815,7134
Iowa,IA,Mills County,19129,0,5050,2080,5585,2508,5671,2456
Iowa,IA,Mitchell County,19131,0,3180,1879,3677,2053,3736,1943
Iowa,IA,Monona County,19133,0,3115,1244,3248,1407,3331,1236
Iowa,IA,Monroe County,19135,0,2635,1053,2975,1078,3104,1002
Iowa,IA,Montgomery County,19137,0,3431,1312,3659,1583,3486,1508
Iowa,IA,Muscatine County,19139,0,9549,8284,10823,9372,11152,8212
Iowa,IA,O'Brien County,19141,0,5735,1314,5861,1569,5998,1428
Iowa,IA,Osceola County,19143,0,2528,552,2690,601,2623,555
Iowa,IA,Page County,19145,0,4875,1801,5319,2086,5153,2060
Iowa,IA,Palo Alto County,19147,0,3079,1395,3370,1519,3576,1338
Iowa,IA,Plymouth County,19149,0,9659,2878,10492,3494,10661,3104
Iowa,IA,Pocahontas County,19151,0,2692,962,2826,933,2727,796
Iowa,IA,Polk County,19153,0,93421,119671,106800,146250,112240,140075
Iowa,IA,Pottawattamie County,19155,0,24441,15341,26247,18575,26335,17468
Iowa,IA,Poweshiek County,19157,0,4936,4272,5657,4306,5758,4067
Iowa,IA,Ringgold County,19159,0,1820,753,1968,709,2015,638
Iowa,IA,Sac County,19161,0,3692,1269,4061,1389,4100,1289
Iowa,IA,Scott County,19163,0,39083,40302,43683,46926,45976,42479
Iowa,IA,Shelby County,19165,0,4340,1649,4697,1959,4600,1811
Iowa,IA,Sioux County,19167,0,14761,2289,15680,3019,16053,2626
Iowa,IA,Story County,19169,0,19111,25085,20340,29175,21665,26765
Iowa,IA,Tama County,19171,0,4968,3194,5303,3577,5379,3070
Iowa,IA,Taylor County,19173,0,2108,755,2463,746,2381,666
Iowa,IA,Union County,19175,0,3521,1920,4010,2061,4044,1874
Iowa,IA,Van Buren County,19177,0,2524,843,2859,875,2785,778
Iowa,IA,Wapello County,19179,0,8710,5591,9516,5821,9479,4896
Iowa,IA,Warren County,19181,0,14773,10371,17782,12574,19486,12712
Iowa,IA,Washington County,19183,0,6170,3938,6971,4561,7119,4297
Iowa,IA,Wayne County,19185,0,2069,719,2338,727,2426,643
Iowa,IA,Webster County,19187,0,10049,6293,10938,6613,10850,5641
Iowa,IA,Winnebago County,19189,0,3437,1920,3707,2135,3636,1909
Iowa,IA,Winneshiek County,19191,0,5332,5238,6235,5617,6427,5321
Iowa,IA,Woodbury County,19193,0,24627,16102,25736,18704,25969,16145
Iowa,IA,Worth County,19195,0,2443,1523,2738,1596,2715,1508
Iowa,IA,Wright County,19197,0,3790,1890,4136,1996,3853,1770
Kansas,KS,Allen County,20001,0,3575,1398,4155,1559,4029,1445
Kansas,KS,Anderson County,20003,0,2386,665,2874,765,2998,732
Kansas,KS,Atchison County,20005,0,3977,1946,4826,2314,4911,2201
Kansas,KS,Barber County,20007,0,1822,281,1992,284,1854,288
Kansas,KS,Barton County,20009,0,7766,1823,8480,2302,8205,2207
Kansas,KS,Bourbon County,20011,0,4314,1306,4910,1505,5003,1444
Kansas,KS,Brown County,20013,0,2861,850,3206,1088,3106,1065
Kansas,KS,Butler County,20015,0,18781,6489,22250,9003,22426,9150
Kansas,KS,Chase County,20017,0,964,313,1114,341,1090,348
Kansas,KS,Chautauqua County,20019,0,1552,236,1397,212,1299,211
Kansas,KS,Cherokee County,20021,0,6017,1959,6622,2163,6584,1970
Kansas,KS,Cheyenne County,20023,0,1172,188,1158,220,1185,206
Kansas,KS,Clark County,20025,0,813,118,885,143,867,129
Kansas,KS,Clay County,20027,0,2831,665,3129,883,3150,867
Kansas,KS,Cloud County,20029,0,2856,744,3182,893,3218,767
Kansas,KS,Coffey County,20031,0,2990,719,3407,928,3371,934
Kansas,KS,Comanche County,20033,0,705,102,745,126,727,130
Kansas,KS,Cowley County,20035,0,8016,3436,9442,4171,9360,3919
Kansas,KS,Crawford County,20037,0,8394,5064,10045,6179,10084,5956
Kansas,KS,Decatur County,20039,0,1220,178,1232,208,1217,215
Kansas,KS,Dickinson County,20041,0,5905,1582,7045,2040,7014,1989
Kansas,KS,Doniphan County,20043,0,2601,584,2949,678,2899,626
Kansas,KS,Douglas County,20045,0,14308,30089,16737,39436,17523,39582
Kansas,KS,Edwards County,20047,0,1033,208,1127,267,1042,213
Kansas,KS,Elk County,20049,0,1048,160,1130,191,1123,191
Kansas,KS,Ellis County,20051,0,8311,2669,9569,3633,9743,3511
Kansas,KS,Ellsworth County,20053,0,1933,515,2106,646,2078,636
Kansas,KS,Finney County,20055,0,6155,3006,7079,4155,7166,3425
Kansas,KS,Ford County,20057,0,4994,2032,5763,2926,5616,2461
Kansas,KS,Franklin County,20059,0,7025,2829,8326,3623,8773,3676
Kansas,KS,Geary County,20061,0,4116,2569,5193,3825,5288,3674
Kansas,KS,Gove County,20063,0,1127,149,1256,163,1227,150
Kansas,KS,Graham County,20065,0,1013,185,1052,222,1055,210
Kansas,KS,Grant County,20067,0,1755,427,1910,497,1793,395
Kansas,KS,Gray County,20069,0,1651,257,1871,337,1837,324
Kansas,KS,Greeley County,20071,0,523,83,537,77,510,75
Kansas,KS,Greenwood County,20073,0,2146,484,2404,562,2299,541
Kansas,KS,Hamilton County,20075,0,690,114,684,134,671,131
Kansas,KS,Harper County,20077,0,1950,388,2128,453,2072,437
Kansas,KS,Harvey County,20079,0,8503,5006,10015,6652,9591,6202
Kansas,KS,Haskell County,20081,0,1011,228,1103,261,1045,221
Kansas,KS,Hodgeman County,20083,0,845,124,866,151,817,136
Kansas,KS,Jackson County,20085,0,3888,1489,4435,1852,4557,1799
Kansas,KS,Jefferson County,20087,0,5112,2483,6193,3106,6694,3030
Kansas,KS,Jewell County,20089,0,1204,180,1369,211,1370,176
Kansas,KS,Johnson County,20091,0,133907,126324,155631,184259,154247,183451
Kansas,KS,Kearny County,20093,0,1048,224,1134,255,1082,192
Kansas,KS,Kingman County,20095,0,2507,594,3102,745,3119,753
Kansas,KS,Kiowa County,20097,0,855,111,957,153,941,151
Kansas,KS,Labette County,20099,0,5232,2234,5639,2607,5410,2385
Kansas,KS,Lane County,20101,0,684,104,757,114,709,111
Kansas,KS,Leavenworth County,20103,0,17387,10064,21378,13753,22055,13732
Kansas,KS,Lincoln County,20105,0,1168,214,1273,266,1233,250
Kansas,KS,Linn County,20107,0,3377,721,3940,863,4093,854
Kansas,KS,Logan County,20109,0,1124,149,1231,185,1186,183
Kansas,KS,Lyon County,20111,0,6354,4456,7381,5878,7462,5515
Kansas,KS,McPherson County,20113,0,8407,3183,9562,3977,9816,4021
Kansas,KS,Marion County,20115,0,3928,1177,4377,1463,4312,1429
Kansas,KS,Marshall County,20117,0,3250,1060,3662,1239,3644,1205
Kansas,KS,Meade County,20119,0,1390,206,1508,261,1427,247
Kansas,KS,Miami County,20121,0,9839,3949,12116,5133,12854,5472
Kansas,KS,Mitchell County,20123,0,2216,469,2454,547,2608,528
Kansas,KS,Montgomery County,20125,0,8466,2557,9768,3147,9287,2934
Kansas,KS,Morris County,20127,0,1790,586,2085,721,2021,721
Kansas,KS,Morton County,20129,0,970,145,1004,147,909,131
Kansas,KS,Nemaha County,20131,0,4066,714,4612,920,4655,888
Kansas,KS,Neosho County,20133,0,4340,1464,4795,1727,4961,1696
Kansas,KS,Ness County,20135,0,1216,160,1315,147,1205,129
Kansas,KS,Norton County,20137,0,1808,277,1977,361,1882,346
Kansas,KS,Osage County,20139,0,4713,1730,5591,2099,5736,1946
Kansas,KS,Osborne County,20141,0,1437,231,1590,275,1477,261
Kansas,KS,Ottawa County,20143,0,2261,424,2581,504,2475,476
Kansas,KS,Pawnee County,20145,0,1872,567,2028,635,2003,625
Kansas,KS,Phillips County,20147,0,2200,296,2388,318,2356,331
Kansas,KS,Pottawatomie County,20149,0,7451,2191,9247,3257,9811,3394
Kansas,KS,Pratt County,20151,0,2824,769,3087,924,3054,954
Kansas,KS,Rawlins County,20153,0,1209,160,1253,214,1194,176
Kansas,KS,Reno County,20155,0,15100,6670,17948,8602,17847,8554
Kansas,KS,Republic County,20157,0,1993,370,2172,420,2001,396
Kansas,KS,Rice County,20159,0,2652,668,3187,953,3073,825
Kansas,KS,Riley County,20161,0,9817,8892,11174,11940,11630,12063
Kansas,KS,Rooks County,20163,0,1999,273,2294,332,2153,349
Kansas,KS,Rush County,20165,0,1177,227,1425,291,1315,264
Kansas,KS,Russell County,20167,0,2544,454,2765,591,2632,608
Kansas,KS,Saline County,20169,0,13367,6084,15313,8022,15069,7734
Kansas,KS,Scott County,20171,0,1832,232,1991,290,1843,248
Kansas,KS,Sedgwick County,20173,0,101319,66716,117653,90820,120118,90506
Kansas,KS,Seward County,20175,0,3025,1491,3285,1736,3133,1354
Kansas,KS,Shawnee County,20177,0,35349,33270,40443,43015,39901,40308
Kansas,KS,Sheridan County,20179,0,1186,126,1237,144,1229,126
Kansas,KS,Sherman County,20181,0,2043,340,2222,386,2161,379
Kansas,KS,Smith County,20183,0,1635,295,1734,328,1675,300
Kansas,KS,Stafford County,20185,0,1485,303,1631,355,1548,326
Kansas,KS,Stanton County,20187,0,580,132,607,147,537,115
Kansas,KS,Stevens County,20189,0,1564,215,1731,233,1595,210
Kansas,KS,Sumner County,20191,0,6844,2039,7998,2551,7810,2527
Kansas,KS,Thomas County,20193,0,2832,467,3106,622,3007,597
Kansas,KS,Trego County,20195,0,1211,193,1341,238,1343,216
Kansas,KS,Wabaunsee County,20197,0,2358,773,2813,956,2816,944
Kansas,KS,Wallace County,20199,0,711,45,762,44,686,52
Kansas,KS,Washington County,20201,0,2136,378,2332,467,2263,396
Kansas,KS,Wichita County,20203,0,765,139,803,147,740,107
Kansas,KS,Wilson County,20205,0,2747,550,3111,711,2894,647
Kansas,KS,Woodson County,20207,0,1063,270,1189,283,1205,282
Kansas,KS,Wyandotte County,20209,0,15520,29346,18512,35566,18867,30938
Kentucky,KY,Adair County,21001,1,6637,1323,7276,1392,7643,1257
Kentucky,KY,Allen County,21003,1,6466,1349,7587,1642,7824,1505
Kentucky,KY,Anderson County,21005,1,8242,2634,9661,3348,9650,3226
Kentucky,KY,Ballard County,21007,1,3161,816,3356,825,3331,697
Kentucky,KY,Barren County,21009,1,13483,4275,14654,5127,15019,4565
Kentucky,KY,Bath County,21011,1,3082,1361,3986,1573,4041,1278
Kentucky,KY,Bell County,21013,1,7764,1720,8140,1789,7831,1419
Kentucky,KY,Boone County,21015,1,39082,15026,44814,20901,45650,20601
Kentucky,KY,Bourbon County,21017,1,5569,2791,6190,3296,6284,3088
Kentucky,KY,Boyd County,21019,1,13591,6021,14295,7083,14363,6291
Kentucky,KY,Boyle County,21021,1,8040,4281,8872,5298,9159,4990
Kentucky,KY,Bracken County,21023,1,2711,705,3398,800,3399,702
Kentucky,KY,Breathitt County,21025,1,3991,1537,4265,1301,4036,1002
Kentucky,KY,Breckinridge County,21027,1,6484,1960,7701,2350,7882,2038
Kentucky,KY,Bullitt County,21029,1,26210,8255,30708,10552,32299,10280
Kentucky,KY,Butler County,21031,1,4428,947,4960,1079,4905,965
Kentucky,KY,Caldwell County,21033,1,4507,1260,4906,1433,4860,1256
Kentucky,KY,Calloway County,21035,1,10367,4749,11352,5797,11539,5111
Kentucky,KY,Campbell County,21037,1,25050,14658,28482,19374,28450,18952
Kentucky,KY,Carlisle County,21039,1,2094,432,2159,463,2182,408
Kentucky,KY,Carroll County,21041,1,2588,1106,2954,1116,3014,963
Kentucky,KY,Carter County,21043,1,7587,2276,8775,2642,8981,2305
Kentucky,KY,Casey County,21045,1,5482,767,6179,918,6216,804
Kentucky,KY,Christian County,21047,1,14108,7188,15080,8296,14332,7055
Kentucky,KY,Clark County,21049,1,10710,4706,11811,6004,11950,5639
Kentucky,KY,Clay County,21051,1,5861,752,6677,831,6729,692
Kentucky,KY,Clinton County,21053,1,3809,547,4280,603,4276,549
Kentucky,KY,Crittenden County,21055,1,3290,617,3451,731,3349,608
Kentucky,KY,Cumberland County,21057,1,2502,459,2769,508,2922,483
Kentucky,KY,Daviess County,21059,1,28907,14163,31025,17286,30705,15673
Kentucky,KY,Edmonson County,21061,1,4135,979,4828,1227,5048,1118
Kentucky,KY,Elliott County,21063,1,2000,740,2246,712,2335,532
Kentucky,KY,Estill County,21065,1,4236,1108,5100,1355,5091,1114
Kentucky,KY,Fayette County,21067,1,56890,69776,58860,90600,57347,83387
Kentucky,KY,Fleming County,21069,1,4722,1348,5534,1474,5578,1334
Kentucky,KY,Floyd County,21071,1,11993,4015,12250,3884,12326,3061
Kentucky,KY,Franklin County,21073,1,11819,10717,12900,12652,13246,11996
Kentucky,KY,Fulton County,21075,1,1549,774,1606,794,1491,636
Kentucky,KY,Gallatin County,21077,1,2443,749,2955,822,3109,761
Kentucky,KY,Garrard County,21079,1,5904,1453,6754,1830,7086,1719
Kentucky,KY,Grant County,21081,1,7268,1910,8725,2205,9372,1944
Kentucky,KY,Graves County,21083,1,12671,3308,13206,3560,13378,3105
Kentucky,KY,Grayson County,21085,1,8219,1959,9453,2400,9710,2235
Kentucky,KY,Green County,21087,1,4372,832,4838,920,5033,782
Kentucky,KY,Greenup County,21089,1,11546,4146,13064,4873,12961,4181
Kentucky,KY,Hancock County,21091,1,2788,1244,3145,1351,3375,1173
Kentucky,KY,Hardin County,21093,1,26970,13944,29832,18101,30672,16572
Kentucky,KY,Harlan County,21095,1,9129,1372,9367,1494,9109,1199
Kentucky,KY,Harrison County,21097,1,5435,2031,6334,2400,6639,2265
Kentucky,KY,Hart County,21099,1,5320,1730,6345,1908,6691,1642
Kentucky,KY,Henderson County,21101,1,12159,6707,12730,7639,12592,6837
Kentucky,KY,Henry County,21103,1,4944,1828,5843,2142,6093,1857
Kentucky,KY,Hickman County,21105,1,1657,449,1714,458,1656,394
Kentucky,KY,Hopkins County,21107,1,15277,4310,15757,5439,15361,4916
Kentucky,KY,Jackson County,21109,1,4889,482,5453,605,5358,506
Kentucky,KY,Jefferson County,21111,1,143758,190824,150646,228358,144553,203070
Kentucky,KY,Jessamine County,21113,1,15474,6144,17096,8567,17854,8303
Kentucky,KY,Johnson County,21115,1,8043,1250,8450,1608,8150,1350
Kentucky,KY,Kenton County,21117,1,42958,24213,48129,32271,48444,30859
Kentucky,KY,Knott County,21119,1,4357,1245,4780,1412,4732,1181
Kentucky,KY,Knox County,21121,1,9885,1761,11012,2114,11178,1821
Kentucky,KY,Larue County,21123,1,4799,1278,5685,1504,5773,1389
Kentucky,KY,Laurel County,21125,1,20592,3440,23237,4475,23516,4037
Kentucky,KY,Lawrence County,21127,1,4816,1045,5633,1238,5464,1044
Kentucky,KY,Lee County,21129,1,2151,444,2273,481,2227,406
Kentucky,KY,Leslie County,21131,1,4015,400,4321,446,3908,382
Kentucky,KY,Letcher County,21133,1,7293,1542,7226,1799,6848,1457
Kentucky,KY,Lewis County,21135,1,4363,785,4986,823,4997,666
Kentucky,KY,Lincoln County,21137,1,7338,1865,8489,2254,8833,2080
Kentucky,KY,Livingston County,21139,1,3570,887,4010,939,4021,886
Kentucky,KY,Logan County,21141,1,7778,2755,9067,3094,9620,2734
Kentucky,KY,Lyon County,21143,1,2789,1045,3100,1092,3187,950
Kentucky,KY,McCracken County,21145,1,20774,9134,21820,11195,21349,10191
Kentucky,KY,McCreary County,21147,1,5012,664,5664,725,5531,641
Kentucky,KY,McLean County,21149,1,3381,988,3633,1074,3578,989
Kentucky,KY,Madison County,21151,1,23431,11793,27356,15581,29130,15180
Kentucky,KY,Magoffin County,21153,1,3824,1172,4174,1214,4288,909
Kentucky,KY,Marion County,21155,1,5122,2679,6113,2722,6473,2513
Kentucky,KY,Marshall County,21157,1,12322,3672,13297,4071,13677,3700
Kentucky,KY,Martin County,21159,1,3503,363,3496,403,3343,287
Kentucky,KY,Mason County,21161,1,4944,1970,5477,2362,5621,2170
Kentucky,KY,Meade County,21163,1,8660,3026,10185,3632,10630,3279
Kentucky,KY,Menifee County,21165,1,2010,700,2311,750,2563,664
Kentucky,KY,Mercer County,21167,1,7740,2395,8506,3033,8826,2838
Kentucky,KY,Metcalfe County,21169,1,3491,976,3959,975,4197,884
Kentucky,KY,Monroe County,21171,1,4278,601,4628,657,4679,576
Kentucky,KY,Montgomery County,21173,1,7856,3158,8993,3630,9302,3329
Kentucky,KY,Morgan County,21175,1,3628,1006,4301,1175,4353,939
Kentucky,KY,Muhlenberg County,21177,1,9393,3272,10497,3545,10491,3048
Kentucky,KY,Nelson County,21179,1,13430,6434,15703,7188,16052,6515
Kentucky,KY,Nicholas County,21181,1,1957,787,2408,955,2451,824
Kentucky,KY,Ohio County,21183,1,7942,2080,8582,2404,8679,2094
Kentucky,KY,Oldham County,21185,1,20469,10268,22654,14505,23025,14402
Kentucky,KY,Owen County,21187,1,3745,1062,4292,1098,4434,988
Kentucky,KY,Owsley County,21189,1,1474,256,1671,216,1625,203
Kentucky,KY,Pendleton County,21191,1,4604,1164,5515,1322,5593,1210
Kentucky,KY,Perry County,21193,1,8158,2136,8129,2356,7913,1966
Kentucky,KY,Pike County,21195,1,19740,4277,20284,4866,19684,4025
Kentucky,KY,Powell County,21197,1,3513,1272,4041,1367,4092,1174
Kentucky,KY,Pulaski County,21199,1,22900,4208,25442,5666,26051,5351
Kentucky,KY,Robertson County,21201,1,759,222,884,253,915,215
Kentucky,KY,Rockcastle County,21203,1,5609,915,6577,1134,6635,986
Kentucky,KY,Rowan County,21205,1,5174,3295,5994,3880,6224,3484
Kentucky,KY,Russell County,21207,1,6863,1093,7519,1331,7622,1200
Kentucky,KY,Scott County,21209,1,15052,7713,17767,10567,18747,10501
Kentucky,KY,Shelby County,21211,1,13196,6276,15055,8077,16356,7822
Kentucky,KY,Simpson County,21213,1,5077,2144,5888,2681,6253,2403
Kentucky,KY,Spencer County,21215,1,7196,1921,8737,2530,8927,2415
Kentucky,KY,Taylor County,21217,1,8320,2553,9376,2963,9523,2576
Kentucky,KY,Todd County,21219,1,3612,1042,4062,1205,4009,1051
Kentucky,KY,Trigg County,21221,1,4928,1587,5487,1791,5436,1667
Kentucky,KY,Trimble County,21223,1,2771,879,3227,1012,3283,923
Kentucky,KY,Union County,21225,1,4701,1331,4965,1529,4758,1225
Kentucky,KY,Warren County,21227,1,28673,16966,31791,22479,34862,21065
Kentucky,KY,Washington County,21229,1,4013,1420,4482,1644,4720,1533
Kentucky,KY,Wayne County,21231,1,6370,1431,7430,1700,7203,1444
Kentucky,KY,Webster County,21233,1,4397,1240,4506,1412,4339,1153
Kentucky,KY,Whitley County,21235,1,11312,2067,12567,2552,12687,2237
Kentucky,KY,Wolfe County,21237,1,1804,753,2097,839,2163,689
Kentucky,KY,Woodford County,21239,1,7697,4958,8362,6530,8419,6282
Louisiana,LA,Acadia Parish,22001,1,21159,5638,22596,5443,21783,4695
Louisiana,LA,Allen Parish,22003,1,6867,2106,7574,2108,7003,1661
Louisiana,LA,Ascension Parish,22005,1,36135,16471,40687,20399,41319,20113
Louisiana,LA,Assumption Parish,22007,1,6714,3931,7271,3833,6963,3273
Louisiana,LA,Avoyelles Parish,22009,1,11163,5032,12028,4979,11379,4460
Louisiana,LA,Beauregard Parish,22011,1,12238,2393,13575,2542,13504,2192
Louisiana,LA,Bienville Parish,22013,1,3756,3129,3891,3067,3660,2531
Louisiana,LA,Bossier Parish,22015,1,35451,12638,38074,15662,37105,14467
Louisiana,LA,Caddo Parish,22017,1,48977,53448,48021,55110,44471,48864
Louisiana,LA,Calcasieu Parish,22019,1,54182,26293,55066,25982,56064,23918
Louisiana,LA,Caldwell Parish,22021,1,3822,788,3976,745,3724,580
Louisiana,LA,Cameron Parish,22023,1,3256,323,3671,324,3120,219
Louisiana,LA,Catahoula Parish,22025,1,3479,1322,3541,1269,3258,1060
Louisiana,LA,Claiborne Parish,22027,1,3585,2717,3770,2731,3522,2239
Louisiana,LA,Concordia Parish,22029,1,5474,3272,5550,3177,4974,2698
Louisiana,LA,De Soto Parish,22031,1,8067,5163,9112,5457,9359,4426
Louisiana,LA,East Baton Rouge Parish,22033,1,84620,102711,88420,115577,82720,103820
Louisiana,LA,East Carroll Parish,22035,1,1059,1838,1080,1900,931,1338
Louisiana,LA,East Feliciana Parish,22037,1,5569,4235,6064,4280,6020,3809
Louisiana,LA,Evangeline Parish,22039,1,10357,4208,11053,4158,10483,3526
Louisiana,LA,Franklin Parish,22041,1,6514,2506,6970,2658,6524,2196
Louisiana,LA,Grant Parish,22043,1,7406,1181,8117,1157,7925,996
Louisiana,LA,Iberia Parish,22045,1,20903,10698,21251,11027,19511,9504
Louisiana,LA,Iberville Parish,22047,1,7320,8324,7893,8514,7616,7503
Louisiana,LA,Jackson Parish,22049,1,5169,2139,5394,2143,5291,1852
Louisiana,LA,Jefferson Parish,22051,1,100292,73540,105949,84477,98810,75731
Louisiana,LA,Jefferson Davis Parish,22053,1,10775,3080,11423,3208,11478,2699
Louisiana,LA,Lafayette Parish,22055,1,68191,32726,72519,39685,72007,37170
Louisiana,LA,Lafourche Parish,22057,1,31958,8423,36024,8672,34461,7864
Louisiana,LA,LaSalle Parish,22059,1,5835,605,6378,638,6023,546
Louisiana,LA,Lincoln Parish,22061,1,10761,7102,11311,7559,11248,6627
Louisiana,LA,Livingston Parish,22063,1,48797,6950,54877,9249,55101,9965
Louisiana,LA,Madison Parish,22065,1,1927,2744,1930,2654,1846,2094
Louisiana,LA,Morehouse Parish,22067,1,6502,5155,6510,4946,5961,4008
Louisiana,LA,Natchitoches Parish,22069,1,8965,7143,9358,6896,9100,5740
Louisiana,LA,Orleans Parish,22071,1,24267,133833,26664,147854,24119,130749
Louisiana,LA,Ouachita Parish,22073,1,41712,24420,42255,25913,40808,22845
Louisiana,LA,Plaquemines Parish,22075,1,6900,3347,7412,3414,6803,3023
Louisiana,LA,Pointe Coupee Parish,22077,1,6789,4764,7503,4683,7319,4132
Louisiana,LA,Rapides Parish,22079,1,36814,18318,38347,19475,36171,16537
Louisiana,LA,Red River Parish,22081,1,2391,1938,2413,1644,2337,1321
Louisiana,LA,Richland Parish,22083,1,6286,3157,6607,3225,6354,2732
Louisiana,LA,Sabine Parish,22085,1,7877,1703,8776,1731,8613,1488
Louisiana,LA,St. Bernard Parish,22087,1,10232,4957,11179,6151,11033,5967
Louisiana,LA,St. Charles Parish,22089,1,16620,8558,18233,9800,17443,8812
Louisiana,LA,St. Helena Parish,22091,1,2497,3353,2714,3346,2804,2848
Louisiana,LA,St. James Parish,22093,1,5456,6418,5954,6510,5902,5792
Louisiana,LA,St. John the Baptist Parish,22095,1,7569,12658,7538,13582,6557,12043
Louisiana,LA,St. Landry Parish,22097,1,21966,17208,23171,17372,21812,14833
Louisiana,LA,St. Martin Parish,22099,1,16872,8266,18203,8439,17466,7284
Louisiana,LA,St. Mary Parish,22101,1,14353,8050,14811,8055,13671,7011
